# Fellatio & Handjob / Resolution: 31 / Interval length: 13000ms 
0,30
667,75
1333,30
2000,75
2667,30
3333,75
4000,30
4667,75
5333,30
6000,75
6667,30
7333,75
8000,30
8667,75
9333,30
10000,75
10667,30
11333,75
13000,85
13800,15
14333,85
15133,15
15667,85
16467,15
17000,85
17800,15
18333,85
19133,15
19667,85
20467,15
21000,85
21800,15
22333,85
23133,15
23667,85
24467,15
26000,85
26762,15
27270,85
28032,15
28540,85
29302,15
29810,85
30571,15
31079,85
31841,15
32349,85
33111,15
33619,85
34381,15
34889,85
35651,15
36159,85
36921,15
37429,85
38190,15
39000,85
39727,15
40212,85
40939,15
41424,85
42152,15
42636,85
43364,15
43848,85
44576,15
45061,85
45788,15
46273,85
47000,15
47485,85
48212,15
48697,85
49424,15
49909,85
50636,15
52000,85
52696,15
53159,85
53855,15
54319,85
55014,15
55478,85
56174,15
56638,85
57333,15
57797,85
58493,15
58957,85
59652,15
60116,85
60812,15
61275,85
61971,15
62435,85
63130,15
63594,85
64290,15
65000,85
65667,15
66111,85
66778,15
67222,85
67889,15
68333,85
69000,15
69444,85
70111,15
70556,85
71222,15
71667,85
72333,15
72778,85
73444,15
73889,85
74556,15
75000,85
75667,15
76111,85
76778,15
78000,85
78640,15
79067,85
79707,15
80133,85
80773,15
81200,85
81840,15
82267,85
82907,15
83333,85
83973,15
84400,85
85040,15
85467,85
86107,15
86533,85
87173,15
87600,85
88240,15
88667,85
89307,15
89733,85
90373,15
91000,85
91615,15
92026,85
92641,15
93051,85
93667,15
94077,85
94692,15
95103,85
95718,15
96128,85
96744,15
97154,85
97769,15
98179,85
98795,15
99205,85
99821,15
100231,85
100846,15
101256,85
101872,15
102282,85
102897,15
104000,85
104593,15
104988,85
105580,15
105975,85
106568,15
106963,85
107556,15
107951,85
108543,15
108938,85
109531,15
109926,85
110519,15
110914,85
111506,15
111901,85
112494,15
112889,85
113481,15
113877,85
114469,15
114864,85
115457,15
115852,85
116444,15
117000,85
117571,15
117952,85
118524,15
118905,85
119476,15
119857,85
120429,15
120810,85
121381,15
121762,85
122333,15
122714,85
123286,15
123667,85
124238,15
124619,85
125190,15
125571,85
126143,15
126524,85
127095,15
127476,85
128048,15
128429,85
129000,15
130000,85
130552,15
130920,85
131471,15
131839,85
132391,15
132759,85
133310,15
133678,85
134230,15
134598,85
135149,15
135517,85
136069,15
136437,85
136989,15
137356,85
137908,15
138276,85
138828,15
139195,85
139747,15
140115,85
140667,15
141034,85
141586,15
141954,85
142506,15
143000,85
143533,15
143889,85
144422,15
144778,85
145311,15
145667,85
146200,15
146556,85
147089,15
147444,85
147978,15
148333,85
148867,15
149222,85
149756,15
150111,85
150644,15
151000,85
151533,15
151889,85
152422,15
152778,85
153311,15
153667,85
154200,15
154556,85
155089,15
156000,85
156516,15
156860,85
157376,15
157720,85
158237,15
158581,85
159097,15
159441,85
159957,15
160301,85
160817,15
161161,85
161677,15
162022,85
162538,15
162882,85
163398,15
163742,85
164258,15
164602,85
165118,15
165462,85
165978,15
166323,85
166839,15
167183,85
167699,15
168043,85
168559,15
169000,85
169500,15
169833,85
170333,15
170667,85
171167,15
171500,85
172000,15
172333,85
172833,15
173167,85
173667,15
174000,85
174500,15
174833,85
175333,15
175667,85
176167,15
176500,85
177000,15
177333,85
177833,15
178167,85
178667,15
179000,85
179500,15
179833,85
180333,15
180667,85
181167,15
182000,85
182485,15
182808,85
183293,15
183616,85
184101,15
184424,85
184909,15
185232,85
185717,15
186040,85
186525,15
186848,85
187333,15
187657,85
188141,15
188465,85
188949,15
189273,85
189758,15
190081,85
190566,15
190889,85
191374,15
191697,85
192182,15
192505,85
192990,15
193313,85
193798,15
194121,85
194606,15
195000,85
195471,15
195784,85
196255,15
196569,85
197039,15
197353,85
197824,15
198137,85
198608,15
198922,85
199392,15
199706,85
200176,15
200490,85
200961,15
201275,85
201745,15
202059,85
202529,15
202843,85
203314,15
203627,85
204098,15
204412,85
204882,15
205196,85
205667,15
205980,85
206451,15
206765,85
207235,15
208000,85
208457,15
208762,85
209219,15
209524,85
209981,15
210286,85
210743,15
211048,85
211505,15
211810,85
212267,15
212571,85
213029,15
213333,85
213790,15
214095,85
214552,15
214857,85
215314,15
215619,85
216076,15
216381,85
216838,15
217143,85
217600,15
217905,85
218362,15
218667,85
219124,15
219429,85
219886,15
220190,85
220648,15
221000,85
221444,15
221741,85
222185,15
222481,85
222926,15
223222,85
223667,15
223963,85
224407,15
224704,85
225148,15
225444,85
225889,15
226185,85
226630,15
226926,85
227370,15
227667,85
228111,15
228407,85
228852,15
229148,85
229593,15
229889,85
230333,15
230630,85
231074,15
231370,85
231815,15
232111,85
232556,15
232852,85
233296,15
234000,85
234432,15
234721,85
235153,15
235441,85
235874,15
236162,85
236595,15
236883,85
237315,15
237604,85
238036,15
238324,85
238757,15
239045,85
239477,15
239766,85
240198,15
240486,85
240919,15
241207,85
241640,15
241928,85
242360,15
242649,85
243081,15
243369,85
243802,15
244090,85
244523,15
244811,85
245243,15
245532,85
245964,15
246252,85
246685,15
247000,85
247421,15
247702,85
248123,15
248404,85
248825,15
249105,85
249526,15
249807,85
250228,15
250509,85
250930,15
251211,85
251632,15
251912,85
252333,15
252614,85
253035,15
253316,85
253737,15
254018,85
254439,15
254719,85
255140,15
255421,85
255842,15
256123,85
256544,15
256825,85
257246,15
257526,85
257947,15
258228,85
258649,15
258930,85
259351,15
260000,85
260410,15
260684,85
261094,15
261368,85
261778,15
262051,85
262462,15
262735,85
263145,15
263419,85
263829,15
264103,85
264513,15
264786,85
265197,15
265470,85
265880,15
266154,85
266564,15
266838,85
267248,15
267521,85
267932,15
268205,85
268615,15
268889,85
269299,15
269573,85
269983,15
270256,85
270667,15
270940,85
271350,15
271624,85
272034,15
272308,85
272718,15
273000,85
273400,15
273667,85
274067,15
274333,85
274733,15
275000,85
275400,15
275667,85
276067,15
276333,85
276733,15
277000,85
277400,15
277667,85
278067,15
278333,85
278733,15
279000,85
279400,15
279667,85
280067,15
280333,85
280733,15
281000,85
281400,15
281667,85
282067,15
282333,85
282733,15
283000,85
283400,15
283667,85
284067,15
284333,85
284733,15
285000,85
285400,15
286000,85
286390,15
286650,85
287041,15
287301,85
287691,15
287951,85
288341,15
288602,85
288992,15
289252,85
289642,15
289902,85
290293,15
290553,85
290943,15
